2026-02-15 12:50:09.138 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2026-02-15 12:50:09.157 [main] INFO  c.m.p.c.EmpresaControllerTest - Starting EmpresaControllerTest using Java 24.0.2 with PID 40520 (started by luishenrique in /Users/luishenrique/Documents/particular/MyPetAdmin/Backend/MS/PS_Empresa)
2026-02-15 12:50:09.157 [main] INFO  c.m.p.c.EmpresaControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-02-15 12:50:09.950 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-02-15 12:50:09.950 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-02-15 12:50:09.951 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-02-15 12:50:09.963 [main] INFO  c.m.p.c.EmpresaControllerTest - Started EmpresaControllerTest in 1.053 seconds (process running for 1.589)
2026-02-15 12:50:10.043 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id e5ef17d8-c6c0-4dad-8c6a-b7f69b058210
2026-02-15 12:50:10.075 [main] INFO  c.m.p.controller.EmpresaController - Buscando empresa com id bc6a17a9-8520-431b-b9c5-cb1a3837672d para excluir.
2026-02-15 12:50:10.081 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para atualização do status da empresa com id $d2453644-7fbd-4602-9bf0-9dde40279ff8 para o status $ATIVO.
2026-02-15 12:50:10.081 [main] INFO  c.m.p.controller.EmpresaController - Status da empresa com o id $d2453644-7fbd-4602-9bf0-9dde40279ff8 foi alterado para $ATIVO com sucesso.
2026-02-15 12:50:10.095 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca por empresas no banco de dados
2026-02-15 12:50:10.110 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id f481469a-1a1d-431f-a530-53426c2c8a06
2026-02-15 12:50:10.111 [main] INFO  c.m.p.controller.EmpresaController - Empresa com o id f481469a-1a1d-431f-a530-53426c2c8a06 foi atualizado com sucesso
2026-02-15 12:50:10.117 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id d777bc00-1c19-44e7-99d7-810cd5b0684e
2026-02-15 12:50:10.118 [main] INFO  c.m.p.controller.EmpresaController - Empresa com o id d777bc00-1c19-44e7-99d7-810cd5b0684e foi atualizado com sucesso
2026-02-15 12:50:10.122 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca por empresas no banco de dados
2026-02-15 12:50:10.131 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para atualização do status da empresa com id $987cedc9-8b35-4a73-9ce8-9444c5d61dc8 para o status $INATIVO.
2026-02-15 12:50:10.171 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=17395568000151, Razão Social=Empresa Teste, Nome Fantasia=Fantasia Teste, Telefone=41999999999, Email=teste@empresa.com, Endereco=Rua A, 123, Bloco A, Bairro Central, Cidade=Curitiba, Estado=PR, CEP=01001000
2026-02-15 12:50:10.171 [main] INFO  c.m.p.controller.EmpresaController - Empresa cadastrada com sucesso: id=14a34200-15a3-47dc-b3bb-2c1c873501be, CNPJ=17395568000151, Status=AGUARDANDO_PAGAMENTO
2026-02-15 12:50:10.181 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca pela empresa com id: 499a5638-45ca-4f7d-8ccc-988a930b5cbb
2026-02-15 12:50:10.186 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca pela empresa com id: b4a02bed-f383-4e4a-a1a8-deea1698dd5c
2026-02-15 12:50:10.189 [main] INFO  c.m.p.controller.EmpresaController - Buscando empresa com id a4af1afe-9046-4ce7-9e07-3e7f8f2447b8 para excluir.
2026-02-15 12:51:12.971 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2026-02-15 12:51:12.982 [main] INFO  c.m.p.c.EmpresaControllerTest - Starting EmpresaControllerTest using Java 24.0.2 with PID 40658 (started by luishenrique in /Users/luishenrique/Documents/particular/MyPetAdmin/Backend/MS/PS_Empresa)
2026-02-15 12:51:12.983 [main] INFO  c.m.p.c.EmpresaControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-02-15 12:51:13.747 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-02-15 12:51:13.747 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-02-15 12:51:13.748 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-02-15 12:51:13.759 [main] INFO  c.m.p.c.EmpresaControllerTest - Started EmpresaControllerTest in 0.973 seconds (process running for 1.458)
2026-02-15 12:51:13.832 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id fca425f8-9b71-44bb-833f-a5957bcfe7a0
2026-02-15 12:51:13.863 [main] INFO  c.m.p.controller.EmpresaController - Buscando empresa com id 3964039d-af83-4757-976d-b6802a471fa3 para excluir.
2026-02-15 12:51:13.869 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para atualização do status da empresa com id $eecc6b8e-83e3-4d6a-9b0e-98f41ac1ad18 para o status $ATIVO.
2026-02-15 12:51:13.869 [main] INFO  c.m.p.controller.EmpresaController - Status da empresa com o id $eecc6b8e-83e3-4d6a-9b0e-98f41ac1ad18 foi alterado para $ATIVO com sucesso.
2026-02-15 12:51:13.882 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca por empresas no banco de dados
2026-02-15 12:51:13.895 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id fbc0d99b-b6ca-4c94-9dd9-c3f2319d0050
2026-02-15 12:51:13.896 [main] INFO  c.m.p.controller.EmpresaController - Empresa com o id fbc0d99b-b6ca-4c94-9dd9-c3f2319d0050 foi atualizado com sucesso
2026-02-15 12:51:13.902 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id 02fe7628-9faa-4929-a452-ef1348ea58e7
2026-02-15 12:51:13.902 [main] INFO  c.m.p.controller.EmpresaController - Empresa com o id 02fe7628-9faa-4929-a452-ef1348ea58e7 foi atualizado com sucesso
2026-02-15 12:51:13.907 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca por empresas no banco de dados
2026-02-15 12:51:13.911 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para atualização do status da empresa com id $0d303b7a-3d3c-4f56-9157-9383c728b66a para o status $INATIVO.
2026-02-15 12:51:13.950 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=17395568000151, Razão Social=Empresa Teste, Nome Fantasia=Fantasia Teste, Telefone=41999999999, Email=teste@empresa.com, Endereco=Rua A, 123, Bloco A, Bairro Central, Cidade=Curitiba, Estado=PR, CEP=01001000
2026-02-15 12:51:13.950 [main] INFO  c.m.p.controller.EmpresaController - Empresa cadastrada com sucesso: id=43f644f2-5506-45d1-a775-e5e07d8a7519, CNPJ=17395568000151, Status=AGUARDANDO_PAGAMENTO
2026-02-15 12:51:13.960 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca pela empresa com id: 200f2ff5-42ee-4845-9a3f-9793c256c4bc
2026-02-15 12:51:13.963 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca pela empresa com id: 8b44573a-1c4c-49e0-b4be-645fcad4ce1c
2026-02-15 12:51:13.968 [main] INFO  c.m.p.controller.EmpresaController - Buscando empresa com id 8dafdafc-e45a-4210-9795-c73a6384212c para excluir.
2026-02-15 12:51:19.626 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2026-02-15 12:51:19.639 [main] INFO  c.m.p.e.GlobalExceptionHandlerIntegrationTest - Starting GlobalExceptionHandlerIntegrationTest using Java 24.0.2 with PID 40681 (started by luishenrique in /Users/luishenrique/Documents/particular/MyPetAdmin/Backend/MS/PS_Empresa)
2026-02-15 12:51:19.639 [main] INFO  c.m.p.e.GlobalExceptionHandlerIntegrationTest - No active profile set, falling back to 1 default profile: "default"
2026-02-15 12:51:20.395 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-02-15 12:51:20.395 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-02-15 12:51:20.396 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-02-15 12:51:20.407 [main] INFO  c.m.p.e.GlobalExceptionHandlerIntegrationTest - Started GlobalExceptionHandlerIntegrationTest in 0.964 seconds (process running for 1.453)
2026-02-15 12:51:20.509 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=12345678000195, Razão Social=Empresa Teste Ltda, Nome Fantasia=Empresa Teste, Telefone=11999999999, Email=empresa@teste.com, Endereco=Rua Teste, 100, Sala 1, Centro, Cidade=São Paulo, Estado=SP, CEP=01001000
2026-02-15 12:51:20.526 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=12345678000195, Razão Social=Empresa Teste Ltda, Nome Fantasia=Empresa Teste, Telefone=11999999999, Email=empresa@teste.com, Endereco=Rua Teste, 100, Sala 1, Centro, Cidade=São Paulo, Estado=SP, CEP=01001000
2026-02-15 12:51:20.534 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=12345678000195, Razão Social=Empresa Teste Ltda, Nome Fantasia=Empresa Teste, Telefone=11999999999, Email=empresa@teste.com, Endereco=Rua Teste, 100, Sala 1, Centro, Cidade=São Paulo, Estado=SP, CEP=01001000
2026-02-15 12:51:20.534 [main] INFO  c.m.p.controller.EmpresaController - Empresa cadastrada com sucesso: id=edede96e-3d66-4aec-ad05-a110d496f22c, CNPJ=12345678000195, Status=AGUARDANDO_PAGAMENTO
2026-02-15 12:51:20.554 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=12345678000195, Razão Social=Empresa Teste Ltda, Nome Fantasia=Empresa Teste, Telefone=11999999999, Email=empresa@teste.com, Endereco=Rua Teste, 100, Sala 1, Centro, Cidade=São Paulo, Estado=SP, CEP=01001000
2026-02-15 12:51:20.559 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=12345678000195, Razão Social=Empresa Teste Ltda, Nome Fantasia=Empresa Teste, Telefone=11999999999, Email=empresa@teste.com, Endereco=Rua Teste, 100, Sala 1, Centro, Cidade=São Paulo, Estado=SP, CEP=01001000
2026-02-15 12:51:20.566 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=12345678000195, Razão Social=Empresa Teste Ltda, Nome Fantasia=Empresa Teste, Telefone=11999999999, Email=empresa@teste.com, Endereco=Rua Teste, 100, Sala 1, Centro, Cidade=São Paulo, Estado=SP, CEP=01001000
2026-02-15 12:57:07.571 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2026-02-15 12:57:07.598 [main] INFO  c.m.p.PsEmpresaApplicationTests - Starting PsEmpresaApplicationTests using Java 24.0.1 with PID 41521 (started by luishenrique in /Users/luishenrique/Documents/particular/MyPetAdmin/Backend/MS/PS_Empresa)
2026-02-15 12:57:07.598 [main] INFO  c.m.p.PsEmpresaApplicationTests - The following 1 profile is active: "test"
2026-02-15 12:57:08.084 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-02-15 12:57:08.122 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 27 ms. Found 1 JPA repository interface.
2026-02-15 12:57:08.411 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.18.Final
2026-02-15 12:57:08.433 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-02-15 12:57:08.629 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-02-15 12:57:08.654 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-02-15 12:57:08.848 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
2026-02-15 12:57:08.849 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-02-15 12:57:08.884 [main] INFO  o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 2.3.232
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2026-02-15 12:57:09.422 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-02-15 12:57:09.471 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-02-15 12:57:09.990 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-02-15 12:57:10.022 [main] INFO  c.m.p.PsEmpresaApplicationTests - Started PsEmpresaApplicationTests in 2.743 seconds (process running for 3.523)
2026-02-15 12:57:10.339 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.mypetadmin.ps_empresa.controller.EmpresaControllerTest]: EmpresaControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-02-15 12:57:10.354 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.mypetadmin.ps_empresa.PsEmpresaApplication for test class com.mypetadmin.ps_empresa.controller.EmpresaControllerTest
2026-02-15 12:57:10.356 [main] INFO  o.s.b.d.r.RestartApplicationListener - Restart disabled due to context in which it is running
2026-02-15 12:57:10.373 [main] INFO  c.m.p.c.EmpresaControllerTest - Starting EmpresaControllerTest using Java 24.0.1 with PID 41521 (started by luishenrique in /Users/luishenrique/Documents/particular/MyPetAdmin/Backend/MS/PS_Empresa)
2026-02-15 12:57:10.373 [main] INFO  c.m.p.c.EmpresaControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-02-15 12:57:10.530 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-02-15 12:57:10.530 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-02-15 12:57:10.531 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2026-02-15 12:57:10.537 [main] INFO  c.m.p.c.EmpresaControllerTest - Started EmpresaControllerTest in 0.18 seconds (process running for 4.038)
2026-02-15 12:57:10.610 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id 31357316-46b9-4240-91c8-339632d7903b
2026-02-15 12:57:10.643 [main] INFO  c.m.p.controller.EmpresaController - Buscando empresa com id 606d095b-54f2-4592-aea0-d90e20bbe6a6 para excluir.
2026-02-15 12:57:10.648 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para atualização do status da empresa com id $feb8a320-34be-43e0-a3c9-a4b7c4272dff para o status $ATIVO.
2026-02-15 12:57:10.648 [main] INFO  c.m.p.controller.EmpresaController - Status da empresa com o id $feb8a320-34be-43e0-a3c9-a4b7c4272dff foi alterado para $ATIVO com sucesso.
2026-02-15 12:57:10.660 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca por empresas no banco de dados
2026-02-15 12:57:10.681 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id ab51daa6-c471-400d-9c2f-a545aa9f7687
2026-02-15 12:57:10.681 [main] INFO  c.m.p.controller.EmpresaController - Empresa com o id ab51daa6-c471-400d-9c2f-a545aa9f7687 foi atualizado com sucesso
2026-02-15 12:57:10.687 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para editar empresa com id e0db83f5-dfe9-48d4-8bcc-2fc8628d751d
2026-02-15 12:57:10.687 [main] INFO  c.m.p.controller.EmpresaController - Empresa com o id e0db83f5-dfe9-48d4-8bcc-2fc8628d751d foi atualizado com sucesso
2026-02-15 12:57:10.690 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca por empresas no banco de dados
2026-02-15 12:57:10.695 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para atualização do status da empresa com id $cfdf67c0-e96c-49bc-a4bd-c9f288b617d0 para o status $INATIVO.
2026-02-15 12:57:10.737 [main] INFO  c.m.p.controller.EmpresaController - Recebendo requisição para cadastrar empresa: CNPJ=17395568000151, Razão Social=Empresa Teste, Nome Fantasia=Fantasia Teste, Telefone=41999999999, Email=teste@empresa.com, Endereco=Rua A, 123, Bloco A, Bairro Central, Cidade=Curitiba, Estado=PR, CEP=01001000
2026-02-15 12:57:10.737 [main] INFO  c.m.p.controller.EmpresaController - Empresa cadastrada com sucesso: id=86e88474-02df-4111-ab1f-cb904ab82ce6, CNPJ=17395568000151, Status=AGUARDANDO_PAGAMENTO
2026-02-15 12:57:10.746 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca pela empresa com id: c0751c29-7c54-42ef-bb0b-b594e5eaf60c
2026-02-15 12:57:10.748 [main] INFO  c.m.p.controller.EmpresaController - Iniciado a busca pela empresa com id: 53085aed-fbab-44a0-a90a-50f7ab1b5902
